starid,Teff,Prot,ref,source,source_id,ra,dec,angular_distance
KIC4480575,5153.000000,61.26,santos19,kepler,Gaia DR3 2076221554934497664,295.710851,39.506955,0.000102
KIC4480680,4495.000000,42.43,santos19,kepler,Gaia DR3 2076223272921485184,295.732978,39.568512,0.000072
KIC4480783,4168.000000,11.21,santos19,kepler,Gaia DR3 2076209872623495552,295.756540,39.508178,0.000051
KIC4480880,4434.000000,46.1,santos19,kepler,Gaia DR3 2076211487531255808,295.776069,39.558042,0.000069
KIC4481350,4753.000000,8.04,santos19,kepler,Gaia DR3 2076211899851131776,295.863184,39.597711,0.000059
KIC4481954,4747.000000,32.38,santos19,kepler,Gaia DR3 2076301475684221184,295.985382,39.554038,0.000019
KIC4482203,3746.000000,42.13,santos19,kepler,Gaia DR3 2076301097727147392,296.036926,39.564396,0.000159
KIC4482641,4166.000000,30.21,santos19,kepler,Gaia DR3 2073298400197010944,296.118173,39.521530,0.000079
KIC4483138,5011.000000,22.11,santos19,kepler,Gaia DR3 2073299327911286144,296.215124,39.527023,0.000057
KIC4483256,4815.000000,19.79,santos19,kepler,Gaia DR3 2073305443943031808,296.238813,39.593058,0.000025
KIC4483658,4829.000000,19.79,santos19,kepler,Gaia DR3 2073301904890006528,296.317623,39.533387,0.000091
KIC4483841,3829.000000,33.75,santos19,kepler,Gaia DR3 2073301011536823040,296.355763,39.505675,0.000140
KIC4488006,3348.000000,27.8,santos19,kepler,Gaia DR3 2073256030334284672,297.201318,39.566277,0.000096
KIC4488558,4883.000000,35.18,santos19,kepler,Gaia DR3 2073255210004636160,297.311324,39.546447,0.000055
KIC4489036,4742.000000,16.53,santos19,kepler,Gaia DR3 2073628077572862720,297.400998,39.582239,0.000094
KIC4489414,3880.000000,34.74,santos19,kepler,Gaia DR3 2073628700357523200,297.469735,39.597260,0.000048
KIC4540508,3735.000000,21.36,santos19,kepler,Gaia DR3 2103291806078475648,283.989657,39.631968,0.000058
KIC4540727,5037.000000,16.19,santos19,kepler,Gaia DR3 2103293352266749696,284.095866,39.694716,0.000106
KIC4542936,4999.000000,32.37,santos19,kepler,Gaia DR3 2100324464713941760,285.115239,39.630527,0.000040
KIC4543084,4839.000000,19.52,santos19,kepler,Gaia DR3 2100324808310955648,285.191507,39.603898,0.000043
KIC4543236,3539.000000,44.84,santos19,kepler,Gaia DR3 2100325186268120192,285.267195,39.631589,0.000175
KIC4543424,4273.000000,32.83,santos19,kepler,Gaia DR3 2100336731140243456,285.355233,39.627776,0.000096
KIC4543577,5067.000000,25.4,santos19,kepler,Gaia DR3 2100336181384464896,285.439493,39.636243,0.000031
KIC4543619,4268.000000,30.21,santos19,kepler,Gaia DR3 2100333226446970752,285.457697,39.631996,0.000142
KIC4543884,3688.000000,30.42,santos19,kepler,Gaia DR3 2100334978793934720,285.574111,39.669749,0.000057
KIC4544170,5098.000000,12.62,santos19,kepler,Gaia DR3 2100293506587153280,285.698243,39.689321,0.000042
KIC4544623,3624.000000,3.45,santos19,kepler,Gaia DR3 2100291273206634752,285.899103,39.690503,0.000146
KIC4544639,3482.000000,47.73,santos19,kepler,Gaia DR3 2100289830097598208,285.905252,39.631280,0.000128
KIC4544783,3430.000000,44.85,santos19,kepler,Gaia DR3 2100665622555450880,285.970975,39.677129,0.000103
KIC4544859,4628.000000,22.74,santos19,kepler,Gaia DR3 2100278216505502464,286.005314,39.613631,0.000040
KIC4544938,4968.000000,28.38,santos19,kepler,Gaia DR3 2100653562287156480,286.037327,39.646821,0.000214
KIC4545041,3336.000000,0.41,santos19,kepler,Gaia DR3 2100652668933961600,286.082610,39.621711,0.000023
KIC4545145,4234.000000,24.03,santos19,kepler,Gaia DR3 2100649782715946624,286.142722,39.605847,0.000106
KIC4545209,3232.000000,38.5,santos19,kepler,Gaia DR3 2100649817075690368,286.175650,39.606082,0.000189
KIC4545266,5030.000000,24.71,santos19,kepler,Gaia DR3 2100651328904185088,286.201932,39.634005,0.000015
KIC4545410,4344.000000,22.42,santos19,kepler,Gaia DR3 2100650435550994688,286.254420,39.622080,0.000152
KIC4545683,5073.000000,45.16,santos19,kepler,Gaia DR3 2100468947413646848,286.381264,39.657068,0.000084
KIC4545964,3887.000000,16.53,santos19,kepler,Gaia DR3 2100468088420203904,286.484343,39.636282,0.000046
KIC4545994,4256.000000,29.38,santos19,kepler,Gaia DR3 2100468427717776256,286.497706,39.666386,0.000085
KIC4546462,5109.000000,16.41,santos19,kepler,Gaia DR3 2100489425815328896,286.691369,39.657395,0.000054
KIC4546591,4673.000000,23.05,santos19,kepler,Gaia DR3 2100476575275627136,286.755084,39.605723,0.000017
KIC4546642,3924.000000,17.35,santos19,kepler,Gaia DR3 2100478190183354112,286.775946,39.694117,0.000066
KIC4547377,5092.000000,13.33,santos19,kepler,Gaia DR3 2100433763041364352,287.089091,39.653851,0.000027
KIC4547380,3979.000000,29.18,santos19,kepler,Gaia DR3 2100433831760850432,287.090538,39.670324,0.000205
KIC4547416,3996.000000,15.21,santos19,kepler,Gaia DR3 2100434244077731072,287.107277,39.698985,0.000154
KIC4548088,5123.000000,16.64,santos19,kepler,Gaia DR3 2100524816348483328,287.406815,39.688111,0.000053
KIC4548162,4214.000000,6.63,santos19,kepler,Gaia DR3 2100524781988756608,287.435475,39.692992,0.000035
KIC4548458,5098.000000,18.34,santos19,kepler,Gaia DR3 2100512137605066368,287.561134,39.649640,0.000061
KIC4548519,4463.000000,22.59,santos19,kepler,Gaia DR3 2100513649433569408,287.590484,39.662649,0.000029
KIC4548572,5172.000000,22.11,santos19,kepler,Gaia DR3 2100510625776596736,287.615479,39.648317,0.000054
KIC4548647,4220.000000,18.34,santos19,kepler,Gaia DR3 2100510763215567488,287.643685,39.668795,0.000077
KIC4550775,4892.000000,28.58,santos19,kepler,Gaia DR3 2099771066768380288,288.445575,39.654236,0.000107
KIC4551014,4195.000000,41.84,santos19,kepler,Gaia DR3 2099730522277153408,288.540102,39.691217,0.000062
KIC4551390,4212.000000,43.62,santos19,kepler,Gaia DR3 2099727464260455424,288.672876,39.600904,0.000146
KIC4551429,3546.000000,35.43,santos19,kepler,Gaia DR3 2099727910937083904,288.690654,39.661404,0.000086
KIC4552031,5035.000000,21.07,santos19,kepler,Gaia DR3 2101217061998079360,288.889599,39.690923,0.000145
KIC4552478,4233.000000,25.59,santos19,kepler,Gaia DR3 2101214210139714816,289.035066,39.641119,0.000082
KIC4552729,4735.000000,21.81,santos19,kepler,Gaia DR3 2101213969621559680,289.109935,39.685401,0.000016
KIC4553110,4741.000000,25.95,santos19,kepler,Gaia DR3 2101031519412041856,289.221018,39.622601,0.000036
KIC4553205,3360.000000,41.55,santos19,kepler,Gaia DR3 2101032069167917824,289.252872,39.666331,0.000123
KIC4553286,4373.000000,18.09,santos19,kepler,Gaia DR3 2101031244534199040,289.275641,39.645761,0.000063
KIC4553344,5091.000000,35.43,santos19,kepler,Gaia DR3 2101031347613447936,289.291678,39.667166,0.000050
KIC4553972,4441.000000,21.66,santos19,kepler,Gaia DR3 2101029182950111104,289.475503,39.666126,0.000035
KIC4554031,4274.000000,19.93,santos19,kepler,Gaia DR3 2101028873712452480,289.491031,39.636098,0.000016
KIC4554094,5071.000000,4.52,santos19,kepler,Gaia DR3 2101017157041686016,289.513645,39.631471,0.000103
KIC4554367,3951.000000,16.19,santos19,kepler,Gaia DR3 2101039662670379776,289.589101,39.616754,0.000024
KIC4554781,4254.000000,17.59,santos19,kepler,Gaia DR3 2101038425719931648,289.699624,39.644446,0.000225
KIC4554999,4352.000000,51.51,santos19,kepler,Gaia DR3 2101038906756355712,289.759546,39.680437,0.000084
KIC4555523,3958.000000,22.12,santos19,kepler,Gaia DR3 2100996609918516480,289.899836,39.651760,0.000137
KIC4556587,5139.000000,29.58,santos19,kepler,Gaia DR3 2100981800872839680,290.177578,39.603097,0.000073
KIC4556638,5059.000000,31.49,santos19,kepler,Gaia DR3 2100981835230070144,290.189573,39.602513,0.000074
KIC4556677,4790.000000,33.52,santos19,kepler,Gaia DR3 2101087869383047936,290.202452,39.682990,0.000049
KIC4557336,4407.000000,17.11,santos19,kepler,Gaia DR3 2101075087560262272,290.377380,39.645021,0.000051
KIC4557341,5053.000000,32.38,santos19,kepler,Gaia DR3 2101076869969001088,290.378965,39.694001,0.000042
KIC4557653,4505.000000,35.43,santos19,kepler,Gaia DR3 2101073884969442304,290.468936,39.671518,0.000110
KIC4557905,5105.000000,24.03,santos19,kepler,Gaia DR3 2101079073289955200,290.556359,39.690317,0.000040
KIC4562228,3905.000000,19.25,santos19,kepler,Gaia DR3 2053363704619111424,291.850775,39.664728,0.000187
KIC4562244,3995.000000,20.49,santos19,kepler,Gaia DR3 2053363494157953792,291.853872,39.656741,0.000064
KIC4562715,4854.000000,30.0,santos19,kepler,Gaia DR3 2053174932219143552,291.985793,39.608599,0.000038
KIC4563270,5148.000000,23.54,santos19,kepler,Gaia DR3 2053181838526625920,292.151951,39.656976,0.000058
KIC4563391,5193.000000,9.11,santos19,kepler,Gaia DR3 2053178643070964736,292.188313,39.638587,0.000016
KIC4566051,4516.000000,20.63,santos19,kepler,Gaia DR3 2053143939734567168,292.945563,39.670755,0.000045
KIC4566277,3952.000000,25.94,santos19,kepler,Gaia DR3 2053236882825949440,293.014723,39.658975,0.000067
KIC4567004,4554.000000,33.99,santos19,kepler,Gaia DR3 2053225818990291712,293.201667,39.650001,0.000025
KIC4567303,5035.000000,16.76,santos19,kepler,Gaia DR3 2053221901980152832,293.284159,39.623886,0.000077
KIC4567393,5155.000000,37.72,santos19,kepler,Gaia DR3 2053223272068809088,293.307965,39.687421,0.000061
KIC4567431,4266.000000,20.78,santos19,kepler,Gaia DR3 2053222245577560320,293.316049,39.640480,0.000026
KIC4567480,5189.000000,16.99,santos19,kepler,Gaia DR3 2053222275636334080,293.329792,39.641117,0.000014
KIC4567591,5106.000000,20.92,santos19,kepler,Gaia DR3 2053222108138628352,293.361917,39.632407,0.000085
KIC4568269,5052.000000,21.38,santos19,kepler,Gaia DR3 2052476639258388096,293.527868,39.635928,0.000082
KIC4568458,5116.000000,15.43,santos19,kepler,Gaia DR3 2052475230509159424,293.572881,39.657425,0.000054
KIC4568467,5060.000000,15.75,santos19,kepler,Gaia DR3 2052475230509160192,293.574557,39.656638,0.000052
KIC4568694,4839.000000,36.2,santos19,kepler,Gaia DR3 2052474234076769152,293.632718,39.627947,0.000176
KIC4569063,4226.000000,38.77,santos19,kepler,Gaia DR3 2052498045375780736,293.729893,39.669579,0.000071
KIC4569334,4511.000000,27.42,santos19,kepler,Gaia DR3 2052486672302426752,293.799822,39.677377,0.000110
KIC4569690,4563.000000,35.43,santos19,kepler,Gaia DR3 2052487222058290816,293.884273,39.686361,0.000129
KIC4570311,4213.000000,31.71,santos19,kepler,Gaia DR3 2052483579926093312,294.031847,39.666713,0.000117
KIC4570630,4985.000000,19.13,santos19,kepler,Gaia DR3 2052489318002451712,294.112776,39.693963,0.000141
KIC4570633,4212.000000,12.19,santos19,kepler,Gaia DR3 2052442348238708352,294.113331,39.662401,0.000047
KIC4570914,4977.000000,7.45,santos19,kepler,Gaia DR3 2052442554399178240,294.185724,39.676460,0.000041
KIC4571091,3650.000000,19.53,santos19,kepler,Gaia DR3 2052441764123226112,294.228297,39.669657,0.000173
KIC4571194,4850.000000,25.4,santos19,kepler,Gaia DR3 2052441489245321344,294.254663,39.645629,0.000071
KIC4571307,4596.000000,24.04,santos19,kepler,Gaia DR3 2052443138512809984,294.285500,39.697542,0.000117
KIC4572001,4840.000000,27.8,santos19,kepler,Gaia DR3 2076446679936683136,294.462377,39.627848,0.000043
KIC4572489,5135.000000,32.15,santos19,kepler,Gaia DR3 2076447882527651456,294.582113,39.699044,0.000030
KIC4574081,4326.000000,27.61,santos19,kepler,Gaia DR3 2076261377872256640,294.938056,39.660112,0.000089
KIC4574202,4192.000000,14.49,santos19,kepler,Gaia DR3 2076259831684038272,294.967276,39.640158,0.000060
KIC4574211,4248.000000,34.22,santos19,kepler,Gaia DR3 2076262820981419904,294.970578,39.667581,0.000117
KIC4574656,4494.000000,46.75,santos19,kepler,Gaia DR3 2076259247568579456,295.077413,39.650961,0.000210
KIC4574976,5127.000000,28.98,santos19,kepler,Gaia DR3 2076247049861476480,295.146618,39.601221,0.000049
KIC4576056,5103.000000,16.19,santos19,kepler,Gaia DR3 2076268455978925184,295.393560,39.645896,0.000025
KIC4576367,4590.000000,14.1,santos19,kepler,Gaia DR3 2076220799023376384,295.458118,39.601111,0.000046
KIC4576596,4948.000000,35.68,santos19,kepler,Gaia DR3 2076273987896893440,295.501557,39.685215,0.000087
KIC4576686,4463.000000,31.27,santos19,kepler,Gaia DR3 2076273919177424768,295.518765,39.679249,0.000032
KIC4576715,4404.000000,40.98,santos19,kepler,Gaia DR3 2076226983773434752,295.524843,39.674000,0.000065
KIC4577094,4482.000000,9.76,santos19,kepler,Gaia DR3 2076226227859201024,295.604630,39.632985,0.000028
KIC4577963,4390.000000,23.87,santos19,kepler,Gaia DR3 2076224269354046976,295.792354,39.683955,0.000024
KIC4578324,5083.000000,14.41,santos19,kepler,Gaia DR3 2076211831128759936,295.867510,39.601759,0.000039
KIC4578925,4541.000000,24.54,santos19,kepler,Gaia DR3 2076305323962253440,295.988561,39.639937,0.000211
KIC4579434,4192.000000,45.79,santos19,kepler,Gaia DR3 2076304293182935424,296.085414,39.685959,0.000089
KIC4579983,4266.000000,46.11,santos19,kepler,Gaia DR3 2076309275345075840,296.184928,39.687784,0.000246
KIC4581344,3846.000000,18.6,santos19,kepler,Gaia DR3 2073303347999222912,296.463737,39.622283,0.000079
KIC4581413,4339.000000,10.83,santos19,kepler,Gaia DR3 2073303829035602176,296.479958,39.652112,0.000049
KIC4585145,4765.000000,11.06,santos19,kepler,Gaia DR3 2073268468551997184,297.214926,39.644759,0.000036
KIC4585160,4951.000000,21.51,santos19,kepler,Gaia DR3 2073644020491704448,297.217499,39.685460,0.000076
KIC4586745,4434.000000,24.89,santos19,kepler,Gaia DR3 2073630143466622208,297.525359,39.675861,0.000054
KIC4587805,5081.000000,30.63,santos19,kepler,Gaia DR3 2073446696833458688,297.717689,39.651670,0.000072
KIC4633285,5157.000000,0.37,santos19,kepler,Gaia DR3 2103305034578025728,283.918526,39.748872,0.000015
KIC4633446,4847.000000,31.93,santos19,kepler,Gaia DR3 2103306512046794368,283.991370,39.775631,0.000083
KIC4633585,3772.000000,36.93,santos19,kepler,Gaia DR3 2103294520497857152,284.039471,39.755274,0.000232
KIC4633779,4222.000000,20.92,santos19,kepler,Gaia DR3 2103299846257334656,284.136499,39.763193,0.000070
KIC4633803,5180.000000,23.87,santos19,kepler,Gaia DR3 2103299777537857152,284.146661,39.750912,0.000032
KIC4636482,5159.000000,11.53,santos19,kepler,Gaia DR3 2100337658853229952,285.372670,39.728693,0.000042
KIC4636485,4281.000000,11.61,santos19,kepler,Gaia DR3 2100337658853230336,285.373969,39.728210,0.000037
KIC4636769,5076.000000,29.16,santos19,kepler,Gaia DR3 2100338242968830848,285.508267,39.708421,0.000123
KIC4636938,4306.000000,0.49,santos19,kepler,Gaia DR3 2100344462081547904,285.592291,39.791503,0.000023
KIC4637495,4862.000000,13.61,santos19,kepler,Gaia DR3 2100294640460995328,285.836910,39.750402,0.000094
KIC4637507,3567.000000,38.77,santos19,kepler,Gaia DR3 2100294537381776896,285.843015,39.735872,0.000042
KIC4637562,4870.000000,0.62,santos19,kepler,Gaia DR3 2100670840936237824,285.865732,39.797411,0.000065
KIC4637591,4711.000000,33.98,santos19,kepler,Gaia DR3 2100294296863612800,285.879274,39.713597,0.000134
KIC4637644,4325.000000,28.58,santos19,kepler,Gaia DR3 2100294434302584960,285.897376,39.739013,0.000180
KIC4637751,4799.000000,32.38,santos19,kepler,Gaia DR3 2100666756426821248,285.940672,39.730764,0.000034
KIC4637804,5119.000000,28.57,santos19,kepler,Gaia DR3 2100665725634668928,285.965703,39.702614,0.000054
KIC4637812,4897.000000,28.58,santos19,kepler,Gaia DR3 2100666893865795584,285.968246,39.767874,0.000013
KIC4637975,5165.000000,19.0,santos19,kepler,Gaia DR3 2100665897434275456,286.036064,39.709195,0.000014
KIC4638279,4860.000000,27.04,santos19,kepler,Gaia DR3 2100656001823932032,286.172624,39.759372,0.000151
KIC4638392,4847.000000,36.94,santos19,kepler,Gaia DR3 2100654936676732032,286.219777,39.719649,0.000084
KIC4638766,4677.000000,25.57,santos19,kepler,Gaia DR3 2100658441370076032,286.362455,39.798875,0.000031
KIC4639017,5086.000000,15.53,santos19,kepler,Gaia DR3 2100471043357720320,286.469060,39.737912,0.000064
KIC4639136,4977.000000,11.06,santos19,kepler,Gaia DR3 2100471386955126784,286.525443,39.780493,0.000004
KIC4639311,4965.000000,22.11,santos19,kepler,Gaia DR3 2100470356162981888,286.608076,39.739791,0.000035
KIC4639598,4969.000000,23.21,santos19,kepler,Gaia DR3 2100490284811259136,286.727416,39.738778,0.000154
KIC4639615,3756.000000,26.85,santos19,kepler,Gaia DR3 2100491246883944960,286.732895,39.783732,0.000098
KIC4639948,5012.000000,43.3,santos19,kepler,Gaia DR3 2100480079968998400,286.866549,39.753203,0.000140
KIC4640018,4586.000000,15.53,santos19,kepler,Gaia DR3 2100480217407966336,286.897934,39.768488,0.000063
KIC4640084,3932.000000,31.27,santos19,kepler,Gaia DR3 2100479495853468032,286.923766,39.771243,0.000145
KIC4640185,4778.000000,31.27,santos19,kepler,Gaia DR3 2100476197318585984,286.968241,39.734014,0.000056
KIC4640723,5094.000000,33.95,santos19,kepler,Gaia DR3 2100435687186798976,287.213210,39.726648,0.000136
KIC4641091,4437.000000,21.21,santos19,kepler,Gaia DR3 2100526534335422720,287.375304,39.777878,0.000079
KIC4641097,3514.000000,30.42,santos19,kepler,Gaia DR3 2100525847141084544,287.377472,39.725841,0.000094
KIC4641210,5188.000000,8.74,santos19,kepler,Gaia DR3 2100526396896490112,287.422649,39.787330,0.000055
KIC4641431,4720.000000,13.15,santos19,kepler,Gaia DR3 2100527049731552896,287.513226,39.791873,0.000029
KIC4641447,4420.000000,40.42,santos19,kepler,Gaia DR3 2100514783306626304,287.522369,39.717694,0.000257
KIC4641558,5015.000000,45.47,santos19,kepler,Gaia DR3 2100515333060777344,287.564323,39.762125,0.000029
KIC4643753,5058.000000,11.29,santos19,kepler,Gaia DR3 2099772441157915904,288.387050,39.713762,0.000048
KIC4644171,4553.000000,32.98,santos19,kepler,Gaia DR3 2099730625356377984,288.543631,39.711684,0.000095
KIC4644300,4950.000000,36.68,santos19,kepler,Gaia DR3 2099731862306975616,288.585021,39.711491,0.000040
KIC4644320,3900.000000,24.54,santos19,kepler,Gaia DR3 2099732755660206464,288.592702,39.789517,0.000073
KIC4644502,5096.000000,17.14,santos19,kepler,Gaia DR3 2099731376973198720,288.663189,39.718544,0.000069
KIC4644715,5003.000000,25.58,santos19,kepler,Gaia DR3 2099728460692934144,288.733703,39.711313,0.000041
KIC4645328,5109.000000,13.52,santos19,kepler,Gaia DR3 2101218402027900416,288.937371,39.712981,0.000018
KIC4645634,5141.000000,82.53,santos19,kepler,Gaia DR3 2101218333308475392,289.018010,39.774589,0.000014
KIC4645733,3772.000000,15.53,santos19,kepler,Gaia DR3 2101224174464007296,289.050922,39.773261,0.000059
KIC4645878,4859.000000,28.58,santos19,kepler,Gaia DR3 2101220875929125376,289.091724,39.736376,0.000048
KIC4645964,4853.000000,30.42,santos19,kepler,Gaia DR3 2101220704130442752,289.117711,39.734938,0.000123
KIC4646464,4564.000000,31.71,santos19,kepler,Gaia DR3 2101034062032839040,289.274020,39.750076,0.000126
KIC4646578,4495.000000,28.19,santos19,kepler,Gaia DR3 2101033924593921920,289.312179,39.748580,0.000049
KIC4647084,4848.000000,9.63,santos19,kepler,Gaia DR3 2101053784522842752,289.460073,39.741444,0.000115
KIC4647313,5115.000000,30.21,santos19,kepler,Gaia DR3 2101053200409039360,289.534294,39.735058,0.000032
KIC4647381,3899.000000,29.79,santos19,kepler,Gaia DR3 2101053028608674944,289.555137,39.725689,0.000002
KIC4648209,4566.000000,33.52,santos19,kepler,Gaia DR3 2101048149526110592,289.808110,39.797883,0.000102
KIC4648234,3730.000000,15.64,santos19,kepler,Gaia DR3 2101044782271705344,289.814857,39.732023,0.000073
KIC4648469,5150.000000,18.86,santos19,kepler,Gaia DR3 2101044400012387072,289.882723,39.722789,0.000014
KIC4648747,4963.000000,16.42,santos19,kepler,Gaia DR3 2101046191021144576,289.958151,39.798196,0.000046
KIC4648984,4857.000000,21.96,santos19,kepler,Gaia DR3 2100997778151130112,290.020143,39.707795,0.000026
